# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	CONCEPT	TOKENS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	COGID
515	EseEjja		tear (of eye)	k o + x a n a	e-ko-xa'na	1 7 9 3 7 4 7	AX_AXBZ	KU_GANA	9	9.K.C 9.U.V 9._._ 9.G.C 9.A.V 9.N.C 9.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ko+xana	0	11420 11419	k o - + x a n a	8499
954	HuarayoEseEjja		tear (of eye)	e + t o x a + n a	e-toxa-na	7 9 1 7 3 7 9 4 7	X_AXBZ_AX	E_TUGA_NA	10	10.E.V 10._._ 10.T.C 10.U.V 10.G.C 10.A.V 10._._ 10.N.C 10.A.V	1.5 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	e+toxa+na	0	11420 11418 11419	- e - + t o - - x a + - - n a	8500
1380	Cashibo		tear (of eye)	β ɨ õ	βɨ'õ	3 7 7	AXZ	BIU	4	4.B.C 4.I.V 4.U.V	2.0 1.5 0.8	βɨõ	0	11417	β ɨ - õ - -	8495
1853	Catuquina		tear (of eye)	β ɨ r o + h ɨ n ɨ	βɨro hɨnɨ	3 7 5 7 9 3 7 4 7	AXBZ_AXBZ	BIRU_HINI	5	5.B.C 5.I.V 5.R.C 5.U.V 5._._ 5.H.C 5.I.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	βɨro+hɨnɨ	0	11417 11419	β ɨ r o - - + h ɨ n ɨ	8494
2501	ShipiboConibo		tear (of eye)	β ɨ õ + t i	βɨõ-ti	3 7 7 9 1 7	AXZ_AX	BIU_TI	18	18.B.C 18.I.V 18.U.V 18._._ 18.T.C 18.I.V	2.0 1.5 0.8 0.0 2.0 1.5	βɨõ+ti	1	11417 11418	β ɨ - õ - - + t i - - - -	8508
3060	Yaminahua		tear (of eye)	β ɨ̃ + o	βɨ̃-o	3 7 9 7	AX_X	BI_U	21	21.B.C 21.I.V 21._._ 21.U.V	2.0 1.5 0.0 1.5	βɨ̃+o	0	11417 11420	β ɨ̃ - - - - + - o -	8511
3517	Amahuaca		tear (of eye)	w ɯ h o n	vúhon	6 7 3 7 4	AXBYN	WIHUN	1	1.W.C 1.I.V 1.H.C 1.U.V 1.N.c	2.0 1.5 1.75 1.3 0.8	wɯhon	0	11417	w ɯ h o n -	8495
3646	Capanahua		tear (of eye)	β ɨ r o + ɨ n ɨ	bero jene	3 7 5 7 9 7 4 7	AXBZ_XBZ	BIRU_INI	3	3.B.C 3.I.V 3.R.C 3.U.V 3._._ 3.I.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	βɨro+ɨnɨ	0	11417 11419	β ɨ r o - - + - ɨ n ɨ	8494
5081	Moseten		tear (of eye)	t a r i + s + m ɨ̃	'tari-s mœ̃	1 7 5 7 9 3 9 4 7	AXBZ_A_AX	TARI_S_MI	15	15.T.C 15.A.V 15.R.C 15.I.V 15._._ 15.S.C 15._._ 15.M.C 15.I.V	2.0 1.5 1.75 0.8 0.0 2.0 0.0 2.0 1.5	tari+s+mɨ̃	0	11418 11422 11421	t a r i - - + s + - - - m ɨ̃	8505
5082	Movima		tear (of eye)	h i w a n + l o	hiwan-lo	3 7 6 7 4 9 5 7	AXBYN_AX	HIWAN_LU	16	16.H.C 16.I.V 16.W.C 16.A.V 16.N.c 16._._ 16.L.C 16.U.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	hiwan+lo	0	11417 11420	h i w a n - + l o -	8506
5591	Matses		tear (of eye)	b ɨ u n	bëun	1 7 7 4	AXYN	PIYN	14	14.P.C 14.I.V 14.Y.V 14.N.c	2.0 1.5 1.3 0.8	bɨun	0	11417	b ɨ - u n -	8504
6208	Sharanahua		tear (of eye)	f u o n	fuon	3 7 7 4	AXYN	BYUN	17	17.B.C 17.Y.V 17.U.V 17.N.c	2.0 1.5 1.3 0.8	fuon	0	11417	f u - o n -	8495
6710	Kakataibo		tear (of eye)	β̞ ɨ ɯ n	bëun	3 7 7 4	AXYN	BIIN	12	12.B.C 12.I.V 12.I.V 12.N.c	2.0 1.5 1.3 0.8	β̞ɨɯn	0	11417	β̞ ɨ - ɯ n -	8495
7115	Isconahua		tear (of eye)	β ɨ ɾ o + ɨ n ɨ	bero ene	3 7 5 7 9 7 4 7	AXBZ_XBZ	BIRU_INI	11	11.B.C 11.I.V 11.R.C 11.U.V 11._._ 11.I.V 11.N.C 11.I.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	βɨɾo+ɨnɨ	0	11417 11419	β ɨ ɾ o - - + - ɨ n ɨ	8494
7717	Chipaya		tear (of eye)	q a χ	qaj	1 7 3	AXN	KAG	8	8.K.C 8.A.V 8.G.c	2.0 1.5 0.8	qaχ	0	11420	q a χ	8498
9050	Tacana		tear (of eye)	t u a + n a	tua-na	1 7 7 9 4 7	AXZ_AX	TYA_NA	19	19.T.C 19.Y.V 19.A.V 19._._ 19.N.C 19.A.V	2.0 1.5 0.8 0.0 2.0 1.5	tua+na	0	11418 11419	t u - - - a + - - n a	8509
9616	Tsimane		tear (of eye)	ʋ a t i s	vatis	6 7 1 7 3	AXBYN	WATIS	20	20.W.C 20.A.V 20.T.C 20.I.V 20.S.c	2.0 1.5 1.75 1.3 0.8	ʋatis	0	11418	ʋ a t i s -	8510
9617	Tsimane		tear (of eye)	t a r i s	taris	1 7 5 7 3	AXBYN	TARIS	20	20.T.C 20.A.V 20.R.C 20.I.V 20.S.c	2.0 1.5 1.75 1.3 0.8	taris	0	11418	t a r i s -	8512
9692	Chacobo		tear (of eye)	β ɨ ʔ o n o	bëhono	3 7 1 7 4 7	AXBYBZ	BIHUNU	7	7.B.C 7.I.V 7.H.C 7.U.V 7.N.C 7.U.V	2.0 1.5 1.75 1.3 1.75 0.8	βɨʔono	0	11417	β ɨ ʔ o n o	8495
10417	Araona		tear (of eye)	t o á/a n a	toána	1 7 7 4 7	AXYBZ	TUANA	2	2.T.C 2.U.V 2.A.V 2.N.C 2.A.V	2.0 1.5 1.3 1.75 0.8	toá/ana	0	11418	t o - á/a n a	8493
10521	Kaxarari		tear (of eye)	b ɨ w m i	bɨwˈmi	1 7 6 4 7	AXMBZ	PIWMI	13	13.P.C 13.I.V 13.W.c 13.M.C 13.I.V	2.0 1.5 1.1 1.75 0.8	bɨwmi	0	11421	b ɨ w m i	8503
#
313	EseEjja		tear (shred)	i s a	isa-	7 3 7	XBZ	ISA	9	9.I.V 9.S.C 9.A.V	1.5 1.75 0.8	isa	0	11451	- - i - - s - - - a -	8521
809	HuarayoEseEjja		tear (shred)	i s a	isa-kwe	7 3 7	XBZ	ISA	10	10.I.V 10.S.C 10.A.V	1.5 1.75 0.8	isa	0	11451	- - i - - s - - - a -	8521
1238	Cashibo		tear (shred)	n a r a s k a + t i	na'raska-ti	4 7 5 7 3 1 7 9 1 7	AXBYMBZ_AX	NARASKA_TI	4	4.N.C 4.A.V 4.R.C 4.A.V 4.S.c 4.K.C 4.A.V 4._._ 4.T.C 4.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8 0.0 2.0 1.5	naraska+ti	0	11451 11452	- n a r a s - - k a - + - - - t - i	8516
1685	Catuquina		tear (shred)	t a r a s + a	taras a-	1 7 5 7 3 9 7	AXBYN_X	TARAS_A	5	5.T.C 5.A.V 5.R.C 5.A.V 5.S.c 5._._ 5.A.V	2.0 1.5 1.75 1.3 0.8 0.0 1.5	taras+a	0	11451 11453	- t a r a s - - - - - + - a	8517
1686	Catuquina		tear (shred)	t a r a s + i	taras i-	1 7 5 7 3 9 7	AXBYN_X	TARAS_I	5	5.T.C 5.A.V 5.R.C 5.A.V 5.S.c 5._._ 5.I.V	2.0 1.5 1.75 1.3 0.8 0.0 1.5	taras+i	0	11451 11453	- t a r a s - - - - - + - i	8517
2868	Yaminahua		tear (shred)	β a ʂ t ɨ + k ĩ	βaṣ̌tɨ-kĩ	3 7 3 1 7 9 1 7	AXMBZ_AX	BASTI_KI	21	21.B.C 21.A.V 21.S.c 21.T.C 21.I.V 21._._ 21.K.C 21.I.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	βaʂtɨ+kĩ	0	11451 11452	- β a - - ʂ t - - ɨ - + k ĩ - - - -	8529
3533	Amahuaca		tear (shred)	m ó/o ʂ a k í/i n	móxaquín	4 7 3 7 1 7 4	AXBYBYN	MUSAKIN	1	1.M.C 1.U.V 1.S.C 1.A.V 1.K.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	mó/oʂakí/in	0	11451	- m ó/o - - ʂ - a k í/i n	8513
3764	Capanahua		tear (shred)	w a ʂ a	huaxaquin	6 7 3 7	AXBZ	WASA	3	3.W.C 3.A.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	waʂa	1	11451	- w a - - ʂ - - - a -	8515
5078	Moseten		tear (shred)	s e i h e ʔ	'seiheʔ	3 7 7 3 7 1	AXYBYN	SEIHEH	15	15.S.C 15.E.V 15.I.V 15.H.C 15.E.V 15.H.c	2.0 1.5 1.3 1.75 1.3 0.8	seiheʔ	0	11451	- s e - i h - - - e ʔ	8525
5079	Moseten		tear (shred)	w e r h e ʔ	'werheʔ	6 7 5 3 7 1	AXMBYN	WERHEH	15	15.W.C 15.E.V 15.R.c 15.H.C 15.E.V 15.H.c	2.0 1.5 1.1 1.75 1.3 0.8	werheʔ	0	11451	- w e r - h - - - e ʔ	8528
5080	Movima		tear (shred)	p e ɬ a + tʃ o + n a	peɬa-čo-na	1 7 5 7 9 1 7 9 4 7	AXBZ_AX_AX	PELA_TU_NA	16	16.P.C 16.E.V 16.L.C 16.A.V 16._._ 16.T.C 16.U.V 16._._ 16.N.C 16.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	peɬa+tʃo+na	0	11454 11452 11453	p e ɬ a + - - - tʃ - o + n a	8526
5592	Matses		tear (shred)	k a n tʃ ɛ	canche	1 7 4 1 7	AXMBZ	KANTE	14	14.K.C 14.A.V 14.N.c 14.T.C 14.E.V	2.0 1.5 1.1 1.75 0.8	kantʃɛ	1	11452	k a n tʃ - ɛ	8524
5593	Matses		tear (shred)	tʃ ɛ d k a	chedca	1 7 1 1 7	AXMBZ	TETKA	14	14.T.C 14.E.V 14.T.c 14.K.C 14.A.V	2.0 1.5 1.1 1.75 0.8	tʃɛdka	0	11452	tʃ ɛ - d k a	8534
6085	Sharanahua		tear (shred)	f a ʂ n ɯ i	fashnui	3 7 3 4 7 7	AXBCYZ	BASNII	17	17.B.C 17.A.V 17.S.C 17.N.C 17.I.V 17.I.V	2.0 1.5 1.75 1.5 1.3 0.8	faʂnɯi	1	11451	- f a - - ʂ n ɯ - i -	8527
6711	Kakataibo		tear (shred)	tʃ a n t i	chanti	1 7 4 1 7	AXMBZ	TANTI	12	12.T.C 12.A.V 12.N.c 12.T.C 12.I.V	2.0 1.5 1.1 1.75 0.8	tʃanti	0	11452	tʃ a n t - i	8523
6712	Kakataibo		tear (shred)	p ɨ ɤ ʃ t i	pëóshti	1 7 7 3 1 7	AXYMBZ	PIESTI	12	12.P.C 12.I.V 12.E.V 12.S.c 12.T.C 12.I.V	2.0 1.5 1.3 1.1 1.75 0.8	pɨɤʃti	0	11451	- p ɨ - ɤ ʃ t - - i -	8533
7599	Chipaya		tear (shred)	χ w a r	jwar-z	3 6 7 5	ACXN	GWAR	8	8.G.C 8.W.C 8.A.V 8.R.c	2.0 1.5 1.5 0.8	χwar	1	11451	χ w a r - - - - - - -	8520
7600	Chipaya		tear (shred)	qʰ o l z	qholz-z	1 7 5 3	AXLN	KULS	8	8.K.C 8.U.V 8.L.c 8.S.c	2.0 1.5 1.1 0.8	qʰolz	1	11452	qʰ o l z - -	8532
8323	Cavinena		tear (shred)	tʃ a h a	chaja	1 7 3 7	AXBZ	TAHA	6	6.T.C 6.A.V 6.H.C 6.A.V	2.0 1.5 1.75 0.8	tʃaha	0	11451	- tʃ a - - h - - - a -	8518
8324	Cavinena		tear (shred)	s i r i	siri	3 7 5 7	AXBZ	SIRI	6	6.S.C 6.I.V 6.R.C 6.I.V	2.0 1.5 1.75 0.8	siri	1	11451	- s i - - r - - - i -	8531
9624	Tsimane		tear (shred)	ʋ e r ʔ	ver’jeyaqui	6 7 5 1	AXLN	WERH	20	20.W.C 20.E.V 20.R.c 20.H.c	2.0 1.5 1.1 0.8	ʋerʔ	0	11451	- ʋ e r - ʔ - - - - -	8528
9625	Tsimane		tear (shred)	ʃ ẽ i ʔ	shéi’jeyaqui	3 7 7 1	AXYN	SEIH	20	20.S.C 20.E.V 20.I.V 20.H.c	2.0 1.5 1.3 0.8	ʃẽiʔ	0	11451	- ʃ ẽ - i - - - - - ʔ	8525
9828	Chacobo		tear (shred)	h a r a ʂ a	jaraxahaina	3 7 5 7 3 7	AXBYBZ	HARASA	7	7.H.C 7.A.V 7.R.C 7.A.V 7.S.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	haraʂa	0	11451	- h a r a ʂ - - - a -	8519
10446	Araona		tear (shred)	z i o	zio	3 7 7	AXZ	SIU	2	2.S.C 2.I.V 2.U.V	2.0 1.5 0.8	zio	0	11451	- z i - - - - - - o -	8514
#
3526	Amahuaca		tell	x ó/o w i	jóvihí	3 7 6 7	AXBZ	GUWI	1	1.G.C 1.U.V 1.W.C 1.I.V	2.0 1.5 1.75 0.8	xó/owi	1	11482	x ó/o w - - i	8535
4242	Capanahua		tell	j o ʔ i	yohiquin	6 7 1 7	AXBZ	JUHI	3	3.J.C 3.U.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	joʔi	1	11484	j o ʔ - i -	8537
5083	Moseten		tell	j i h t ɨ k + k e b a ɲ	yih'tœk ce'baɲ	6 7 3 1 7 1 9 1 7 1 7 4	AXMBYN_AXBYN	JIHTIK_KEPAN	15	15.J.C 15.I.V 15.H.c 15.T.C 15.I.V 15.K.c 15._._ 15.K.C 15.E.V 15.P.C 15.A.V 15.N.c	2.0 1.5 1.1 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8	jihtɨk+kebaɲ	0	11484 11482	j i h t ɨ k + k e b a ɲ -	8545
5084	Movima		tell	a h + l o m a h	ah-lomah	7 3 9 5 7 4 7 3	XN_AXBYN	AH_LUMAH	16	16.A.V 16.H.c 16._._ 16.L.C 16.U.V 16.M.C 16.A.V 16.H.c	1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	ah+lomah	0	11485 11486	a h + l o m a h	8546
6713	Kakataibo		tell	ɲ ɯ i	ñui	4 7 7	AXZ	NII	12	12.N.C 12.I.V 12.I.V	2.0 1.5 0.8	ɲɯi	0	11483	ɲ ɯ - i	8543
7116	Isconahua		tell	j o i	yoi	6 7 7	AXZ	JUI	11	11.J.C 11.U.V 11.I.V	2.0 1.5 0.8	joi	0	11484	j o - - i -	8537
7260	Matses		tell	tʃ u i	chui	1 7 7	AXZ	TYI	14	14.T.C 14.Y.V 14.I.V	2.0 1.5 0.8	tʃui	1	11483	tʃ u - i	8544
7623	Chipaya		tell	k i n t	kint-t’i-z	1 7 4 1	AXLN	KINT	8	8.K.C 8.I.V 8.N.c 8.T.c	2.0 1.5 1.1 0.8	kint	0	11482	k i n - t -	8541
8142	Chacobo		tell	j o a	yoahaina	6 7 7	AXZ	JUA	7	7.J.C 7.U.V 7.A.V	2.0 1.5 0.8	joa	0	11484	j o - - a -	8537
8198	Araona		tell	t o p o	topo	1 7 1 7	AXBZ	TUPU	2	2.T.C 2.U.V 2.P.C 2.U.V	2.0 1.5 1.75 0.8	topo	0	11483	t o p o	8536
8250	Cavinena		tell	a	a-	7	X	A	6	6.A.V	1.5	a	0	11485	a -	8539
8251	Cavinena		tell	k w e h a	kweja	1 6 7 3 7	ACXBZ	KWEHA	6	6.K.C 6.W.C 6.E.V 6.H.C 6.A.V	2.0 1.5 1.5 1.75 0.8	kweha	0	11482	k - w e h a	8547
9102	Catuquina		tell	j o ã	yoã-	6 7 7	AXZ	JUA	5	5.J.C 5.U.V 5.A.V	2.0 1.5 0.8	joã	0	11484	j o - - ã -	8537
#
719	HuarayoEseEjja		testicles	e + b i ɲ a x a	e-biɲaxa	7 9 1 7 4 7 3 7	X_AXBYBZ	E_PINAGA	10	10.E.V 10._._ 10.P.C 10.I.V 10.N.C 10.A.V 10.G.C 10.A.V	1.5 0.0 2.0 1.5 1.75 1.3 1.75 0.8	e+biɲaxa	0	11500 11499	e + b i ɲ a x a	8554
1581	Catuquina		testicles	o β o	oβo	7 3 7	XBZ	UBU	5	5.U.V 5.B.C 5.U.V	1.5 1.75 0.8	oβo	0	11498	- o β o - - - -	8555
2107	ShipiboConibo		testicles	h õ	hõ-	3 7	AX	HU	18	18.H.C 18.U.V	2.0 1.5	hõ	0	11498	- - h õ - - - -	8561
2108	ShipiboConibo		testicles	h o β o ʂ k o	hoβoṣ̌ko	3 7 3 7 3 1 7	AXBYMBZ	HUBUSKU	18	18.H.C 18.U.V 18.B.C 18.U.V 18.S.c 18.K.C 18.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	hoβoʂko	0	11498	h o β o - ʂ k o	8564
2748	Yaminahua		testicles	o β o	oβo	7 3 7	XBZ	UBU	21	21.U.V 21.B.C 21.U.V	1.5 1.75 0.8	oβo	0	11498	- o β o - - - -	8555
3249	Amahuaca		testicles	x ó/o w o	jóvo	3 7 6 7	AXBZ	GUWU	1	1.G.C 1.U.V 1.W.C 1.U.V	2.0 1.5 1.75 0.8	xó/owo	0	11498	x ó/o w o - - - -	8555
3820	Capanahua		testicles	h o β o	jobo	3 7 3 7	AXBZ	HUBU	3	3.H.C 3.U.V 3.B.C 3.U.V	2.0 1.5 1.75 0.8	hoβo	0	11498	h o β o - - - -	8555
5085	Moseten		testicles	f e f e i n	fe'fein	3 7 3 7 7 4	AXBYYN	BEBEIN	15	15.B.C 15.E.V 15.B.C 15.E.V 15.I.V 15.N.c	2.0 1.5 1.75 1.3 1.3 0.8	fefein	0	11498	f e f e i n - -	8558
5086	Movima		testicles	h o ɬ + kʷ a kʷ a	hoɬ-kʷakʷa	3 7 5 9 1 7 1 7	AXN_AXBZ	HUL_KAKA	16	16.H.C 16.U.V 16.L.c 16._._ 16.K.C 16.A.V 16.K.C 16.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	hoɬ+kʷakʷa	0	11498 11499	- - h o - - ɬ - + - - kʷ a kʷ a	8559
6209	Sharanahua		testicles	o β o	ofo	7 3 7	XBZ	UBU	17	17.U.V 17.B.C 17.U.V	1.5 1.75 0.8	oβo	0	11498	- o β o - - - -	8555
6714	Kakataibo		testicles	ɯ β̞ ɯ	ubu	7 3 7	XBZ	IBI	12	12.I.V 12.B.C 12.I.V	1.5 1.75 0.8	ɯβ̞ɯ	0	11498	- ɯ β̞ ɯ - - - -	8555
7117	Isconahua		testicles	ɨ β o	ebo	7 3 7	XBZ	IBU	11	11.I.V 11.B.C 11.U.V	1.5 1.75 0.8	ɨβo	0	11498	- ɨ β o - - - -	8555
7316	Matses		testicles	u b u ɨ ʂ ɨ	ubuëʂë	7 1 7 7 3 7	XBYYBZ	YPYISI	14	14.Y.V 14.P.C 14.Y.V 14.I.V 14.S.C 14.I.V	1.5 1.75 1.3 1.3 1.75 0.8	ubuɨʂɨ	0	11498	- u b u ɨ ʂ - ɨ	8557
7925	Chipaya		testicles	z i ɲ i	ziñi	3 7 4 7	AXBZ	SINI	8	8.S.C 8.I.V 8.N.C 8.I.V	2.0 1.5 1.75 0.8	ziɲi	1	11499	- - z i ɲ i	8553
8219	Cavinena		testicles	k a k a	-kaka	1 7 1 7	AXBZ	KAKA	6	6.K.C 6.A.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	kaka	1	11499	- - k a k a	8552
8803	Tacana		testicles	e + x a x a	e-jaja	7 9 3 7 3 7	X_AXBZ	E_GAGA	19	19.E.V 19._._ 19.G.C 19.A.V 19.G.C 19.A.V	1.5 0.0 2.0 1.5 1.75 0.8	e+xaxa	1	11500 11499	e + - - x a x a	8562
10223	Araona		testicles	e h a	eja	7 3 7	XBZ	EHA	2	2.E.V 2.H.C 2.A.V	1.5 1.75 0.8	eha	1	11498	- e h a - - - -	8549
#
3581	Amahuaca		there	h o n ó/o	honó	3 7 4 7	AXBZ	HUNU	1	1.H.C 1.U.V 1.N.C 1.U.V	2.0 1.5 1.75 0.8	honó/o	0	11519	h o - n ó/o	8565
3793	Capanahua		there	h a n o	jano	3 7 4 7	AXBZ	HANU	3	3.H.C 3.A.V 3.N.C 3.U.V	2.0 1.5 1.75 0.8	hano	0	11519	h a - n o	8565
3794	Capanahua		there	ʔ o a	hoá	1 7 7	AXZ	HUA	3	3.H.C 3.U.V 3.A.V	2.0 1.5 0.8	ʔoa	0	11519	ʔ o - - a	8576
7228	Kakataibo		there	ɯ n ɯ	unu	7 4 7	XBZ	INI	12	12.I.V 12.N.C 12.I.V	1.5 1.75 0.8	ɯnɯ	0	11519	- ɯ - n ɯ	8572
7237	Matses		there	a	a	7	X	A	14	14.A.V	1.5	a	1	11521	- a	8573
7238	Matses		there	u	u	7	X	Y	14	14.Y.V	1.5	u	1	11521	- u	8579
7351	Sharanahua		there	o n i	oni	7 4 7	XBZ	UNI	17	17.U.V 17.N.C 17.I.V	1.5 1.75 0.8	oni	0	11519	- o - n i	8572
7352	Sharanahua		there	o n o	ono	7 4 7	XBZ	UNU	17	17.U.V 17.N.C 17.U.V	1.5 1.75 0.8	ono	0	11519	- o - n o	8572
7442	Chipaya		there	t iː + kʰ u	tii-khu	1 7 9 1 7	AX_AX	TI_KY	8	8.T.C 8.I.V 8._._ 8.K.C 8.Y.V	2.0 1.5 0.0 2.0 1.5	tiː+kʰu	0	11520 11521	t iː - - - + kʰ u	8570
7443	Chipaya		there	n i kʰ u	nikhu	4 7 1 7	AXBZ	NIKY	8	8.N.C 8.I.V 8.K.C 8.Y.V	2.0 1.5 1.75 0.8	nikʰu	0	11519	n i - kʰ u	8578
8008	Isconahua		there	o a n	oan	7 7 4	XYN	UAN	11	11.U.V 11.A.V 11.N.c	1.5 1.3 0.8	oan	0	11519	- o a n -	8571
8030	Tacana		there	d a p i a	dapia	1 7 1 7 7	AXBYZ	TAPIA	19	19.T.C 19.A.V 19.P.C 19.I.V 19.A.V	2.0 1.5 1.75 1.3 0.8	dapia	0	11520	d a p i a	8575
8031	Tacana		there	d e	de	1 7	AX	TE	19	19.T.C 19.E.V	2.0 1.5	de	0	11520	d e - - -	8581
8188	Araona		there	m o	mo	4 7	AX	MU	2	2.M.C 2.U.V	2.0 1.5	mo	0	11520	- - m - o	8566
8619	Cavinena		there	t u m e	tume	1 7 4 7	AXBZ	TYME	6	6.T.C 6.Y.V 6.M.C 6.E.V	2.0 1.5 1.75 0.8	tume	0	11520	t u m - e	8568
8620	Cavinena		there	t u m i	tumi	1 7 4 7	AXBZ	TYMI	6	6.T.C 6.Y.V 6.M.C 6.I.V	2.0 1.5 1.75 0.8	tumi	0	11520	t u m - i	8568
10034	Chacobo		there	t o a + n o	toá no	1 7 7 9 4 7	AXZ_AX	TUA_NU	7	7.T.C 7.U.V 7.A.V 7._._ 7.N.C 7.U.V	2.0 1.5 0.8 0.0 2.0 1.5	toa+no	0	11520 11519	t o - - a + n - - - o	8569
#
90	EseEjja		they	o kʷ a n a	okʷana	7 1 7 4 7	XBYBZ	UKANA	9	9.U.V 9.K.C 9.A.V 9.N.C 9.A.V	1.5 1.75 1.3 1.75 0.8	okʷana	0	11539	o - - kʷ - a n a	8582
91	EseEjja		they	o j a kʷ a n a	oyakʷana	7 6 7 1 7 4 7	XBYBYBZ	UJAKANA	9	9.U.V 9.J.C 9.A.V 9.K.C 9.A.V 9.N.C 9.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ojakʷana	0	11539	o j a kʷ - a n a	8582
643	HuarayoEseEjja		they	o + k w a n a + j a	o-kwana-ya	7 9 1 6 7 4 7 9 6 7	X_ACXBZ_AX	U_KWANA_JA	10	10.U.V 10._._ 10.K.C 10.W.C 10.A.V 10.N.C 10.A.V 10._._ 10.J.C 10.A.V	1.5 0.0 2.0 1.5 1.5 1.75 0.8 0.0 2.0 1.5	o+kwana+ja	0	11541 11539 11545	- - - - o + - - - k w a n a + j a	8589
644	HuarayoEseEjja		they	o + k w a n a + j a	o-'kwana-ya	7 9 1 6 7 4 7 9 6 7	X_ACXBZ_AX	U_KWANA_JA	10	10.U.V 10._._ 10.K.C 10.W.C 10.A.V 10.N.C 10.A.V 10._._ 10.J.C 10.A.V	1.5 0.0 2.0 1.5 1.5 1.75 0.8 0.0 2.0 1.5	o+kwana+ja	1	11541 11539 11545	- - - - o + - - - k w a n a + j a	8589
1042	Cashibo		they	a t o	ato	7 1 7	XBZ	ATU	4	4.A.V 4.T.C 4.U.V	1.5 1.75 0.8	ato	0	11540	- - - a t - o	8583
1494	Catuquina		they	h a t o + β o	hato-βo	3 7 1 7 9 3 7	AXBZ_AX	HATU_BU	5	5.H.C 5.A.V 5.T.C 5.U.V 5._._ 5.B.C 5.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	hato+βo	0	11540 11541	h a t - - - o + - - - β o	8583
1495	Catuquina		they	h a t o β ã o	hatoβão	3 7 1 7 3 7 7	AXBYBYZ	HATUBAU	5	5.H.C 5.A.V 5.T.C 5.U.V 5.B.C 5.A.V 5.U.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	hatoβão	0	11540	h a t o β ã o	8602
1496	Catuquina		they	β o	-βo	3 7	AX	BU	5	5.B.C 5.U.V	2.0 1.5	βo	0	11541	- - - β o	8590
1986	ShipiboConibo		they	h a t o	hato	3 7 1 7	AXBZ	HATU	18	18.H.C 18.A.V 18.T.C 18.U.V	2.0 1.5 1.75 0.8	hato	0	11540	h a t - - - o	8583
2652	Yaminahua		they	a t õ	atõ	7 1 7	XBZ	ATU	21	21.A.V 21.T.C 21.U.V	1.5 1.75 0.8	atõ	0	11540	- - - a t - õ	8583
2653	Yaminahua		they	a t o	ato	7 1 7	XBZ	ATU	21	21.A.V 21.T.C 21.U.V	1.5 1.75 0.8	ato	0	11540	- - - a t - o	8583
3797	Capanahua		they	h a t o	jato	3 7 1 7	AXBZ	HATU	3	3.H.C 3.A.V 3.T.C 3.U.V	2.0 1.5 1.75 0.8	hato	0	11540	h a t - - - o	8583
3798	Capanahua		they	h a a β o	jaabo	3 7 7 3 7	AXYBZ	HAABU	3	3.H.C 3.A.V 3.A.V 3.B.C 3.U.V	2.0 1.5 1.3 1.75 0.8	haaβo	0	11540	h a - a β - o	8590
5087	Moseten		they	m ɨ ʔ i n	mœ'ʔin	4 7 1 7 4	AXBYN	MIHIN	15	15.M.C 15.I.V 15.H.C 15.I.V 15.N.c	2.0 1.5 1.75 1.3 0.8	mɨʔin	0	11546	m ɨ ʔ i n	8594
5088	Moseten		they	m o ʔ i n	mo'ʔin	4 7 1 7 4	AXBYN	MUHIN	15	15.M.C 15.U.V 15.H.C 15.I.V 15.N.c	2.0 1.5 1.75 1.3 0.8	moʔin	0	11546	m o ʔ i n	8594
5089	Movima		they	i s + k o	is-ko	7 3 9 1 7	XN_AX	IS_KU	16	16.I.V 16.S.c 16._._ 16.K.C 16.U.V	1.5 0.8 0.0 2.0 1.5	is+ko	0	11547 11539	i s + - - - - - - k o	8595
5594	Matses		they	a	a	7	X	A	14	14.A.V	1.5	a	0	11541	- - - - a	8593
