ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	AUTOCOGID
8445	Cavinena	wash	utsa	utsa	u ts a	None	761	4264
8801	Tacana	wash	rucua	rucua	ɾ u kʷ a	None	1141	4264
9010	Tsimane	wash	ćhicon’jeyaqui, favaqui	ćhicon’jeyaqui	tʃʰ i k o n.ʔ	None	760	4263
9011	Tsimane	wash	ćhicon’jeyaqui, favaqui	favaqui	f a ʋ	None	761	4267
9561	Chacobo	wash	chocohacaina	chocohacaina	tʃ o k o	None	760	4263
10108	Araona	wash	locua	locua	l o kʷ a	None	1141	4264
10328	Kaxarari	wash	paʃa	paʃa	p a ʃ a	None	761	4265
107	EseEjja	wasp	ɓia	ɓia	ɓ i a	None	764	4269
641	HuarayoEseEjja	wasp	bia	bia	b i a	None	3985	4269
1039	Cashibo	wasp	βina	βina	β i n a	None	3985	4268
1480	Catuquina	wasp	βina	βina	β i n a	None	3985	4268
1968	ShipiboConibo	wasp	βina	βina	β i n a	None	3985	4268
2597	Yaminahua	wasp	βina	βina	β i n a	None	3985	4268
3396	Amahuaca	wasp	mári-vína, níshvin	mári-vína	m á/a r i β í/i n a	None	763	4268
3397	Amahuaca	wasp	mári-vína, níshvin	níshvin	n í/i ʃ β i n	None	770	4275
3569	Capanahua	wasp	bina	bina	β i n a	None	3985	4268
5037	Moseten	wasp	'c̷ib	'c̷ib	ts i b	None	768	4272
5038	Movima	wasp	omaile	omaile	o m ai l e	None	763	4273
5509	Matses	wasp	madin	madin	m a d i n	None	767	4271
5510	Matses	wasp	seta	seta	s e t a	None	771	4276
5980	Sharanahua	wasp	fina	fina	β i n a	None	3985	4268
6592	Kakataibo	wasp	bakan binañu	bakan binañu	β̞ a k a n β̞ i n a ɲ ɯ	None	766	4268
6975	Isconahua	wasp	bina	bina	β i n a	None	3985	4268
7682	Chipaya	wasp	uj-uj-ñi	uj-uj-ñi	u x u x ɲ i	None	2015	4270
8127	Cavinena	wasp	bira	bira	b i r a	None	764	4269
8509	Tacana	wasp	bia	bia	b i a	None	3985	4269
8938	Tsimane	wasp	apej	apej	a p e h	None	769	4274
9945	Araona	wasp	bia	bia	b i a	None	3985	4269
5	EseEjja	water	ena	ena	n a	None	1991	4278
567	HuarayoEseEjja	water	e-'na	e-'na	n a	None	1991	4278
965	Cashibo	water	ʔõ'paṣ̌	ʔõ'paṣ̌	ʔ õ p a ʂ	None	773	4279
1403	Catuquina	water	waka	waka	w a k a	None	2485	4280
1865	ShipiboConibo	water	hɨnɨ	hɨnɨ	h ɨ n ɨ	None	2473	4277
1866	ShipiboConibo	water	õpaṣ̌	õpaṣ̌	õ p a ʂ	None	773	4279
1867	ShipiboConibo	water	na-	na-	n a	None	1991	4278
1868	ShipiboConibo	water	nɨ-	nɨ-	n ɨ	None	2473	4278
2518	Yaminahua	water	βaka	βaka	β a k a	None	236	4280
3188	Amahuaca	water	junú, vacónhma	junú	h ɨ n ɨ	None	2473	4277
3189	Amahuaca	water	junú, vacónhma	vacónhma	β a k ó/o n ʔ m a	None	774	4280
3713	Capanahua	water	jene	jene	h ɨ n ɨ	None	2473	4277
5039	Moseten	water	uh'ɲi	uh'ɲi	u h ɲ i	None	1991	4277
5040	Movima	water	tomi	tomi	t o m i	None	776	4284
5511	Matses	water	acte	acte	a k t e	None	1847	4283
5981	Sharanahua	water	unu	unu	ɨ n ɨ	None	2473	4278
6593	Kakataibo	water	'unpax	'unpax	ʔ ɯ n p a ʂ	None	773	4279
6976	Isconahua	water	epaha	epaha	ɨ p a h a	None	1597	4282
7572	Chipaya	water	qhwaz, qhaz	qhwaz	qʰ w a z	None	775	4281
8045	Cavinena	water	-na	-na	n a	None	1991	4278
8869	Tacana	water	yahui	yahui	j a w i	None	777	4285
9237	Tsimane	water	ojñi’	ojñi’	o h ɲ i.ʔ	None	1991	4277
9632	Chacobo	water	jënë	jënë	h ɨ n ɨ	None	2473	4277
10016	Araona	water	ena	ena	n a	None	1991	4278
8887	Cashibo	wave	βɨ'čõ	βɨ'čõ	β ɨ tʃ õ	None	782	4286
8908	Catuquina	wave	waka_rɨškɨ-	waka_rɨškɨ-	w a k a r ɨ ʂ k ɨ	None	2487	4287
8912	Movima	wave	papau-ɬa	papau-ɬa	p a p au ɬ a	None	784	4288
8915	Kakataibo	wave	bëchun	bëchun	β̞ ɨ tʃ ɯ.n	None	782	4286
8918	Sharanahua	wave	fucho	fucho	β ɨ tʃ u	None	782	4286
9277	Tsimane	wave	pufej	pufej	p ɨ f e h	None	782	4289
9558	Chacobo	wave	choca	choca	tʃ o k a	None	2417	4286
81	EseEjja	we	ekʷana	ekʷana	kʷ a n a	None	158	4291
621	HuarayoEseEjja	we	e-kwana	e-kwana	kʷ a n a	None	158	4291
1016	Cashibo	we	no-	no-	n o	None	785	4290
1458	Catuquina	we	nokɨ	nokɨ	n o k ɨ	None	788	4290
1942	ShipiboConibo	we	no-	no-	n o	None	785	4290
2575	Yaminahua	we	nõ	nõ	n õ	None	785	4290
3242	Amahuaca	we	nón	nón	n ó/o n	None	785	4290
3832	Capanahua	we	noque	noque	n o k ɨ	None	788	4290
5512	Matses	we	nuqui	nuqui	n u k i	None	789	4290
5982	Sharanahua	we	non	non	n u n	None	785	4290
6594	Kakataibo	we	nukama	nukama	n ɯ k a m a	None	786	4292
6595	Kakataibo	we	'ëkama	'ëkama	ʔ ɨ k a m a	None	3253	4292
6977	Isconahua	we	no	no	n o	None	785	4290
7288	Chipaya	we	utrum	utrum	u ʈʂ u m	None	792	4292
7850	Tacana	we	ecuana	ecuana	kʷ a n a	None	158	4291
8165	Cavinena	we	ekwana	ekwana	kʷ a n a	None	158	4291
9379	Tsimane	we	tsun	tsun	ts ɨ n	None	790	4291
9712	Chacobo	we	noa	noa	n o a	None	787	4290
9962	Araona	we	cuada	cuada	kʷ a d a	None	791	4291
259	EseEjja	weave	sipi-	sipi-	s i p i	None	799	4293
758	HuarayoEseEjja	weave	sipi-kwe	sipi-kwe	s i p i	None	799	4293
1172	Cashibo	weave	βu'kɨ-ti	βu'kɨ-ti	β u k ɨ t i	None	0	4294
1612	Catuquina	weave	šɨwa	šɨwa	ʂ ɨ w a	None	799	4293
2155	ShipiboConibo	weave	ṣ̌ɨwa-	ṣ̌ɨwa-	ʂ ɨ w a	None	799	4293
2747	Yaminahua	weave	ṣ̌ɨβa-kĩ	ṣ̌ɨβa-kĩ	ʂ ɨ β a k ĩ	None	799	4293
3052	Amahuaca	weave	tópiquín	tópiquín	t ó/o p i	None	796	4293
3598	Capanahua	weave	caquequin	caquequin	k a k ɨ	None	797	4294
5041	Moseten	weave	'pante	'pante	p a n t e	None	802	4296
5042	Movima	weave	sama-ɗin-ɬeu	sama-ɗin-ɬeu	s a m a ɗ i n ɬ e u	None	1300	4297
5144	Matses	weave	quëc	quëc	k ɨ k	None	797	4294
6122	Sharanahua	weave	mayai	mayai	m a j a i	None	803	4298
6596	Kakataibo	weave	këkuti	këkuti	k ɨ k ɯ t i	None	0	4294
6978	Isconahua	weave	hewa	hewa	h ɨ w a	None	799	4293
7742	Chipaya	weave	zhquw-z, wats-z	zhquw-z	ʐ q u w	None	1298	4295
7743	Chipaya	weave	zhquw-z, wats-z	wats-z	w a ts	None	804	4299
8817	Tacana	weave	tad’i	tad’i	t a ɽ i	None	798	4293
9248	Tsimane	weave	p̂anaqui	p̂anaqui	pʰ a n	None	801	4296
9847	Chacobo	weave	xëhuahaina	xëhuahaina	ʂ ɨ w a	None	799	4293
9967	Araona	weave	cuai	cuai	kʷ a i	None	797	4294
478	EseEjja	wet	-čoe	-čoe	tʃ o e	None	2991	4305
479	EseEjja	wet	-nahaxi	-nahaxi	n a h a x i	None	808	4301
918	HuarayoEseEjja	wet	e-šepa	e-šepa	ʃ e p a	None	2993	4303
1339	Cashibo	wet	ča'βa-	ča'βa-	tʃ a β a	None	809	4302
1801	Catuquina	wet	mɨṣ̌a	mɨṣ̌a	m ɨ tʃ a	None	806	4300
2419	ShipiboConibo	wet	mɨča-ati	mɨča-ati	m ɨ tʃ a a t i	None	806	4300
2963	Yaminahua	wet	mɨča	mɨča	m ɨ tʃ a	None	806	4300
3441	Amahuaca	wet	muchá	muchá	m ɨ tʃ á/a	None	806	4300
3772	Capanahua	wet	mehchá	mehchá	m ɨ.ʔ tʃ a	None	806	4300
5043	Moseten	wet	saʔ'mai	saʔ'mai	s a.ʔ m ai	None	810	4307
5044	Moseten	wet	sa'ma	sa'ma	s a m a	None	810	4307
5045	Movima	wet	luʔ-ɗai-ni	luʔ-ɗai-ni	l u ʔ ɗ ai n i	None	2988	4308
5513	Matses	wet	chucu	chucu	tʃ u k u	None	2992	4306
5983	Sharanahua	wet	mucha	mucha	m ɨ tʃ a	None	806	4300
6597	Kakataibo	wet	chabá	chabá	tʃ a β̞ a	None	809	4302
6979	Isconahua	wet	mecha	mecha	m ɨ tʃ a	None	806	4300
7305	Chipaya	wet	ajwi	ajwi	a χʷ i	None	2987	4304
7962	Araona	wet	anaja	anaja	a n a h a	None	807	4301
8105	Cavinena	wet	badu, naka	badu	b a d u	None	2989	4303
8106	Cavinena	wet	badu, naka	naka	n a k a	None	807	4301
8838	Tacana	wet	tsabida	tsabida	ts a b i d a	None	0	4303
9303	Tsimane	wet	sama’	sama’	s a m a.ʔ	None	810	4307
9538	Chacobo	wet	chaaxa	chaaxa	tʃ aa ʂ a	None	809	4302
524	EseEjja	what	ae	ae	a e	None	3248	4310
525	EseEjja	what	hai	hai	h a i	None	3248	4310
946	HuarayoEseEjja	what	yaxa	yaxa	j a x a	None	3893	4312
1829	Catuquina	what	hawɨ-ra	hawɨ-ra	h a w ɨ r a	None	814	4309
2467	ShipiboConibo	what	hawɨ	hawɨ	h a w ɨ	None	814	4309
2999	Yaminahua	what	aβaa...-mɨ̃	aβaa...-mɨ̃	a β a.a	None	3246	4309
3264	Amahuaca	what	jáí	jáí	h á/a í/i	None	3248	4309
3697	Capanahua	what	jahua	jahua	h a w a	None	3246	4309
5046	Moseten	what	ha'tahyĩka	ha'tahyĩka	h a t a.h j ĩ k a	None	3247	4315
5047	Movima	what	eɬe-ɬaʔa	eɬe-ɬaʔa	e ɬ e ɬ a ʔ a	None	3245	4316
5514	Matses	what	atoda	atoda	a t o d a	None	823	4314
6076	Sharanahua	what	ahua	ahua	a w a	None	3246	4309
6598	Kakataibo	what	a ñu	a ñu	a ɲ ɯ	None	292	4313
6980	Isconahua	what	ahoya	ahoya	a h o j a	None	823	4309
7657	Chipaya	what	trhulu, kuna	trhulu	ʈʂʰ u l u	None	3243	4311
7658	Chipaya	what	trhulu, kuna	kuna	k u n a	None	824	4313
8473	Tacana	what	ai	ai	a i	None	3248	4310
9139	Tsimane	what	jedye’	jedye’	h e dʲ e.ʔ	None	814	4309
9612	Chacobo	what	jahuë	jahuë	h a w ɨ	None	814	4309
9881	Araona	what	ai	ai	a i	None	3248	4310
10336	Kaxarari	what	ɦaˈwã	ɦaˈwã	ɦ a w ã	None	3246	4309
10337	Kaxarari	what	hawɨ͡iˈʃɯ	hawɨ͡iˈʃɯ	h a w ɨi ʃ ɯ	None	816	4309
526	EseEjja	when	-ho	-ho	h o	None	3261	4321
527	EseEjja	when	ačešono	ačešono	a tʃ e ʃ o n o	None	833	4322
947	HuarayoEseEjja	when	ače šono	ače šono	a tʃ e ʃ o n o	None	833	4322
1830	Catuquina	when	hawɨ-tiã-ra	hawɨ-tiã-ra	h a w ɨ t i ã r a	None	817	4318
2468	ShipiboConibo	when	-aitiã	-aitiã	a i t iã	None	3249	4318
2469	ShipiboConibo	when	-anã	-anã	a n ã	None	3258	4317
2470	ShipiboConibo	when	-aṣ̌	-aṣ̌	a ʂ	None	828	4326
2471	ShipiboConibo	when	-kɨtiã	-kɨtiã	k ɨ t i ã	None	3259	4318
3000	Yaminahua	when	aβɨtĩa...-mɨ̃	aβɨtĩa...-mɨ̃	a β ɨ t ĩa	None	3887	4318
3267	Amahuaca	when	canón	canón	k a n ó/o n	None	3256	4317
4042	Capanahua	when	tian	tian	t ia.n	None	3250	4318
5048	Moseten	when	hund'siʔ	hund'siʔ	h u n d s i.ʔ	None	826	4323
5049	Movima	when	eɬ-lomah	eɬ-lomah	e ɬ l o m a h	None	3251	4325
5515	Matses	when	mitsino	mitsino	m i ts i n o	None	3257	4324
6075	Sharanahua	when	ahuutian	ahuutian	a w ɨ t ia.n	None	3887	4318
6599	Kakataibo	when	uinsaran	uinsaran	w i n s a ɾ a n	None	827	4323
7656	Chipaya	when	trhul-ora	trhul-ora	ʈʂʰ u l o r a	None	3255	4320
8786	Tacana	when	quetupu	quetupu	k e t u p u	None	3260	4318
9188	Tsimane	when	jun’si’	jun’si’	h ɨ n.ʔ s i.ʔ	None	826	4323
9635	Chacobo	when	jënino	jënino	h ɨ n i n o	None	4643	4319
528	EseEjja	where	ačakʷa	ačakʷa	a tʃ a kʷ a	None	3892	4330
529	EseEjja	where	ačeho	ačeho	a tʃ e h o	None	834	4330
948	HuarayoEseEjja	where	ače-xe	ače-xe	a tʃ e	None	832	4330
1831	Catuquina	where	hãto-ra	hãto-ra	h ã t o r a	None	0	4327
2472	ShipiboConibo	where	hawɨ-rano	hawɨ-rano	h a w ɨ r a n o	None	819	4327
3001	Yaminahua	where	βaki...-mɨ̃	βaki...-mɨ̃	β a k i	None	3263	4334
3265	Amahuaca	where	ráni, ráqui	ráni	r á/a n i	None	3267	4327
3266	Amahuaca	where	ráni, ráqui	ráqui	r á/a k i	None	3276	4334
3705	Capanahua	where	janin	janin	h a n i.n	None	830	4327
5050	Moseten	where	ha'naʔ	ha'naʔ	h a n a.ʔ	None	3279	4327
5051	Movima	where	nay-aʔa	nay-aʔa	n a j a ʔ a	None	837	4332
5516	Matses	where	mida	mida	m i d a	None	3277	4331
5517	Matses	where	mimintsi	mimintsi	m i m i n ts i	None	839	4335
6600	Kakataibo	where	uinu	uinu	w i n ɯ	None	3262	4327
6981	Isconahua	where	oani	oani	oa n i	None	830	4327
7392	Chipaya	where	haqzi	haqzi	h a q z i	None	836	4329
8785	Tacana	where	quepia	quepia	k e p i a	None	838	4333
9130	Tsimane	where	jana’	jana’	h a n a.ʔ	None	3279	4327
9613	Chacobo	where	jahuënia	jahuënia	h a w ɨ n i a	None	818	4327
9959	Araona	where	cotso	cotso	k o ts o	None	831	4328
536	EseEjja	whistle	wowi-	wowi-	w o w i	None	3307	4337
1373	Cashibo	whistle	ṣ̌ɨ'iki-ti	ṣ̌ɨ'iki-ti	ʂ ɨ i k i t i	None	0	4336
1836	Catuquina	whistle	ɨɨči-	ɨɨči-	ɨɨ ʃ i	None	3301	4336
1837	Catuquina	whistle	šɨĩ-	šɨĩ-	ʂ ɨ ĩ	None	841	4336
2476	ShipiboConibo	whistle	ṣ̌oõ iti,  ṣ̌õṣ̌ĩ iti	ṣ̌oõ iti	ʂ o õ i t i	None	3302	4336
2477	ShipiboConibo	whistle	wisati	wisati	w i s a t i	None	0	4336
3005	Yaminahua	whistle	sɨso-kĩ	sɨso-kĩ	s ɨ s o k ĩ	None	3298	4336
3203	Amahuaca	whistle	xúiquín	xúiquín	ʂ ɨ i	None	841	4336
3985	Capanahua	whistle	sesohi	sesohi	s ɨ s o ʔ i	None	3298	4336
5052	Moseten	whistle	'fwihyi	'fwihyi	f.w i h j i	None	0	4339
5053	Movima	whistle	sim̉-ɬa	sim̉-ɬa	s i t ʔⁿ ɬ a	None	844	4340
5518	Matses	whistle	ʂëidque	ʂëidque	ʂ ɨ i d k e	None	0	4336
5984	Sharanahua	whistle	susoi	susoi	s ɨ s u i	None	3298	4336
6601	Kakataibo	whistle	xëikiti	xëikiti	ʂ ɨ i k i t i	None	0	4336
6982	Isconahua	whistle	ho ho ik	ho ho ik	h o h o i k	None	843	4336
7600	Chipaya	whistle	smew-z	smew-z	s m e w	None	842	4338
8686	Tacana	whistle	hui	hui	w i	None	2752	4337
9096	Tsimane	whistle	fijyi	fijyi	f i h j i	None	0	4339
9795	Chacobo	whistle	sësohaina	sësohaina	s ɨ s o	None	3298	4336
10053	Araona	whistle	hui	hui	w i	None	2752	4337
461	EseEjja	white	-oše	-oše	o ʃ e	None	854	4341
900	HuarayoEseEjja	white	oše	oše	o ʃ e	None	854	4341
1328	Cashibo	white	oṣ̌o	oṣ̌o	o ʂ o	None	854	4341
1787	Catuquina	white	hošo-	hošo-	h o ʂ o	None	854	4341
2397	ShipiboConibo	white	hoṣ̌o	hoṣ̌o	h o ʂ o	None	854	4341
2948	Yaminahua	white	oṣ̌o	oṣ̌o	o ʂ o	None	854	4341
3308	Amahuaca	white	joxó	joxó	h o ʂ ó/o	None	854	4341
3737	Capanahua	white	joxoni	joxoni	h o ʂ o n i	None	855	4341
5054	Moseten	white	haiʔ'batč	haiʔ'batč	h a i.ʔ b a tʃ	None	0	4348
5055	Moseten	white	haiʔ'bas	haiʔ'bas	h a i.ʔ b a s	None	0	4348
5056	Movima	white	ta-βoh	ta-βoh	t a β o h	None	2414	4344
5519	Matses	white	sed	sed	s e d	None	1294	4347
5520	Matses	white	uʂu	uʂu	u ʂ u	None	854	4341
5985	Sharanahua	white	osho	osho	u ʃ u	None	854	4341
6602	Kakataibo	white	bëruchu	bëruchu	β̞ ɨ ɾ ɯ tʃ ɯ	None	859	4346
6603	Kakataibo	white	uxu	uxu	ɯ ʂ ɯ	None	854	4341
6983	Isconahua	white	raoh	raoh	ɾ a o h	None	858	4345
7377	Chipaya	white	chiwi	chiwi	tʃ i w i	None	2415	4344
8358	Cavinena	white	paja	paja	p a h a	None	857	4343
9117	Tsimane	white	jai’baty	jai’baty	h a i.ʔ b a tʲ	None	0	4348
9652	Chacobo	white	joxo	joxo	h o ʂ o	None	854	4341
9891	Araona	white	amae	amae	a m a e	None	856	4342
10338	Kaxarari	white	βakɯˈʂɯ	βakɯˈʂɯ	β a k ɯ ʂ ɯ	None	854	4346
530	EseEjja	who	aʔya	aʔya	a.ʔ j a	None	865	4353
531	EseEjja	who	ae	ae	a e	None	3248	4350
1370	Cashibo	who	ui	ui	w i	None	866	4351
1832	Catuquina	who	c̷oa-ra	c̷oa-ra	ts o a r a	None	0	4349
2473	ShipiboConibo	who	c̷oa	c̷oa	ts o a	None	862	4349
3002	Yaminahua	who	c̷oa...-mɨ̃	c̷oa...-mɨ̃	ts o a	None	862	4349
3263	Amahuaca	who	tzóva	tzóva	ts ó/o β a	None	862	4349
4067	Capanahua	who	tsoa	tsoa	ts o a	None	862	4349
5057	Moseten	who	tki'ka	tki'ka	tʲ i k a	None	871	4355
5058	Movima	who	han-ne	han-ne	h a n n e	None	3229	4356
5521	Matses	who	tsundan	tsundan	ts u n.d a n	None	864	4349
5522	Matses	who	tsutsi	tsutsi	ts u ts i	None	863	4349
6077	Sharanahua	who	tsoa	tsoa	ts u a	None	862	4349
6604	Kakataibo	who	ui	ui	w i	None	866	4354
6984	Isconahua	who	tsoan	tsoan	ts o a n	None	862	4349
7399	Chipaya	who	hek	hek	h e k	None	870	4352
8476	Tacana	who	aidhe	aidhe	ai ð e	None	865	4350
9387	Tsimane	who	tyi	tyi	tʲ i	None	3280	4355
9840	Chacobo	who	tsohuë ni	tsohuë ni	ts o w ɨ n i	None	3281	4349
9885	Araona	who	aise	aise	ai s e	None	865	4350
10339	Kaxarari	who	tsu-	tsu-	ts u	None	862	4349
410	EseEjja	wide	-kemo	-kemo	k e m o	None	4940	4360
862	HuarayoEseEjja	wide	kia-pone	kia-pone	k i a p o n e	None	2096	4361
863	HuarayoEseEjja	wide	kia-hepe	kia-hepe	k i a h e p e	None	880	4361
1289	Cashibo	wide	pa'ruša	pa'ruša	p a r u ʃ a	None	2091	4358
1740	Catuquina	wide	našβa	našβa	n a ʂ β a	None	875	4358
2327	ShipiboConibo	wide	pɨṣ̌tĩ	pɨṣ̌tĩ	p ɨ ʂ t ĩ	None	874	4357
2889	Yaminahua	wide	aṣ̌βa	aṣ̌βa	a ʂ β a	None	4474	4358
2890	Yaminahua	wide	pɨta	pɨta	p ɨ t a	None	223	4357
3876	Capanahua	wide	pextin, naxbá	pextin	p ɨ ʂ t i n	None	874	4357
3877	Capanahua	wide	pextin, naxbá	naxbá	n a ʂ β a	None	875	4358
5059	Moseten	wide	ka'c̷is	ka'c̷is	k a ts i s	None	0	4363
5060	Movima	wide	pou-čo	pou-čo	p o u tʃ o	None	2090	4357
5523	Matses	wide	nua	nua	n u a	None	3564	4362
5986	Sharanahua	wide	puta	puta	p ɨ t a	None	223	4357
5987	Sharanahua	wide	nashfa	nashfa	n a ʃ β a	None	875	4358
6091	Sharanahua	wide	aashfa	aashfa	a a ʃ β a	None	2094	4358
6605	Kakataibo	wide	anxaba	anxaba	a n ʂ a β̞ a	None	875	4358
6985	Isconahua	wide	nahba nahba ewan	nahba nahba ewan	n a h β a n a h β a ɨ w a n	None	876	4358
7517	Chipaya	wide	pala, phalt’a	pala	p a l a	None	2092	4357
7518	Chipaya	wide	pala, phalt’a	phalt’a	pʰ a l tˀ a	None	2089	4357
8290	Cavinena	wide	kini	kini	k i n i	None	2095	4359
8762	Tacana	wide	pa aida	pa aida	p a a i d a	None	2093	4357
9070	Tsimane	wide	därve	därve	d ə r ʋ e	None	879	4364
9759	Chacobo	wide	pistiama	pistiama	p i s t ia m a	None	874	4357
62	EseEjja	wife	e-wanase	e-wanase	w a n a s e	None	4302	4368
63	EseEjja	wife	činani	činani	tʃ i n a n i	None	889	4369
606	HuarayoEseEjja	wife	e-wana-se	e-wana-se	w a n a s e	None	4300	4368
1004	Cashibo	wife	ṣ̌a'βiõkɨ	ṣ̌a'βiõkɨ	ʂ a β i õ k ɨ	None	887	4367
1443	Catuquina	wife	aĩ	aĩ	a ĩ	None	3916	4365
1927	ShipiboConibo	wife	awĩ	awĩ	a w ĩ	None	3916	4365
2561	Yaminahua	wife	ãβi	ãβi	ã β i	None	3916	4365
3230	Amahuaca	wife	háin	háin	ʔ.á/a i.n	None	886	4365
3666	Capanahua	wife	honanma	honanma	ʔ.o n a.n m a	None	2718	4366
5061	Moseten	wife	he'yeye	he'yeye	h e j e j e	None	891	4371
5062	Moseten	wife	'pheɲ	'pheɲ	pʰ e ɲ	None	845	4373
5063	Movima	wife	al-wah	al-wah	a l w a h	None	1110	4372
5524	Matses	wife	aque	aque	a k e	None	1341	4370
5525	Matses	wife	chido	chido	tʃ i d o	None	2713	4374
5988	Sharanahua	wife	ahuin	ahuin	a w i.n	None	886	4365
6606	Kakataibo	wife	rai	rai	ɾ a i	None	888	4365
6607	Kakataibo	wife	xabionkë	xabionkë	ʂ a β̞ i ɤ n k ɨ	None	887	4367
6986	Isconahua	wife	awin	awin	a w i.n	None	886	4365
7638	Chipaya	wife	thun, thuna	thun	tʰ u n	None	889	4369
7639	Chipaya	wife	thun, thuna	thuna	tʰ u n a	None	889	4369
8452	Cavinena	wife	wane	wane	w a n e	None	4298	4368
8597	Tacana	wife	e-huane	e-huane	w a n e	None	4298	4368
9257	Tsimane	wife	p̂en	p̂en	pʰ e n	None	845	4373
9488	Chacobo	wife	bënë	bënë	β ɨ n ɨ	None	3334	4368
9995	Araona	wife	eahue	eahue	a w e	None	3916	4365
27	EseEjja	wind	ɓeni	ɓeni	ɓ e n i	None	895	4376
583	HuarayoEseEjja	wind	beni	beni	b e n i	None	895	4376
978	Cashibo	wind	soɲo	soɲo	s o ɲ o	None	178	4377
979	Cashibo	wind	punapuna	punapuna	p u n a p u n a	None	1652	4383
1420	Catuquina	wind	niwɨ	niwɨ	n i w ɨ	None	894	4375
1892	ShipiboConibo	wind	niwɨ	niwɨ	n i w ɨ	None	894	4375
2534	Yaminahua	wind	nɨβɨ	nɨβɨ	n ɨ β ɨ	None	894	4375
3191	Amahuaca	wind	níyu	níyu	n í/i j ɨ	None	894	4375
4109	Capanahua	wind	xoó, nihue	xoó	ʂ o o	None	178	4377
4110	Capanahua	wind	xoó, nihue	nihue	n i w ɨ	None	894	4375
5064	Moseten	wind	kiʔ'ma	kiʔ'ma	k i.ʔ m a	None	896	4380
5065	Movima	wind	pou-muh	pou-muh	p o u m u h	None	1678	4382
5526	Matses	wind	cunquequid	cunquequid	k u n k e k i d	None	627	4381
5989	Sharanahua	wind	fuu	fuu	β ɨ ɨ	None	1728	4375
5990	Sharanahua	wind	nihuu	nihuu	n i w ɨ	None	894	4375
6608	Kakataibo	wind	suñu	suñu	s ɯ ɲ ɯ	None	178	4377
6987	Isconahua	wind	niwe	niwe	n i w ɨ	None	894	4375
7622	Chipaya	wind	thami	thami	tʰ a m i	None	896	4380
8306	Cavinena	wind	kwejiji	kwejiji	kʷ e h i h i	None	1754	4378
8506	Tacana	wind	beni	beni	b e n i	None	895	4376
9389	Tsimane	wind	tyi’mu	tyi’mu	tʲ i.ʔ m ɨ	None	896	4380
9835	Chacobo	wind	tsipisi	tsipisi	ts i p i s i	None	0	4379
9939	Araona	wind	beni	beni	b e n i	None	895	4376
176	EseEjja	wing	e-kʷičo	e-kʷičo	kʷ i tʃ o	None	126	4387
687	HuarayoEseEjja	wing	e-kwičo	e-kwičo	kʷ i tʃ o	None	126	4387
1534	Catuquina	wing	pɨʔi	pɨʔi	p ɨ ʔ i	None	2777	4384
2047	ShipiboConibo	wing	pɨi	pɨi	p ɨ i	None	2777	4384
2657	Yaminahua	wing	pɨ-ta	pɨ-ta	p ɨ t a	None	2796	4384
3282	Amahuaca	wing	púhi	púhi	p ɨ ʔ i	None	2777	4384
3870	Capanahua	wing	pehi, bash	pehi	p ɨ ʔ i	None	2777	4384
3871	Capanahua	wing	pehi, bash	bash	β a ʃ	None	947	4390
5066	Moseten	wing	pa'wah	pa'wah	p a w a h	None	946	4388
5067	Movima	wing	toβai-kʷa	toβai-kʷa	t o β ai kʷ a	None	901	4389
5527	Matses	wing	podo	podo	p o d o	None	5057	4384
5991	Sharanahua	wing	putao	putao	p ɨ t a u	None	2780	4384
6609	Kakataibo	wing	pëchi	pëchi	p ɨ tʃ i	None	2781	4384
6988	Isconahua	wing	pei	pei	p ɨ i	None	2777	4384
7553	Chipaya	wing	qhara	qhara	qʰ a r a	None	1052	4386
8074	Cavinena	wing	ajapara	ajapara	a h a p a r a	None	984	4385
8616	Tacana	wing	e-nabaji	e-nabaji	n a b a h i	None	104	4384
9256	Tsimane	wing	pavaj	pavaj	p a ʋ a h	None	946	4388
9747	Chacobo	wing	pëhi	pëhi	p ɨ ʔ i	None	2777	4384
10138	Araona	wing	nábai	nábai	n á/a b a i	None	104	4384
10340	Kaxarari	wing	piˈʔi	piˈʔi	p i ʔ i	None	5014	4384
51	EseEjja	woman	e-pona	e-pona	p o n a	None	845	4392
598	HuarayoEseEjja	woman	e-pona	e-pona	p o n a	None	845	4392
998	Cashibo	woman	ṣ̌ano	ṣ̌ano	ʂ a n o	None	1038	4391
1435	Catuquina	woman	aĩ-βo	aĩ-βo	a ĩ β o	None	3917	4393
1913	ShipiboConibo	woman	aĩβo	aĩβo	a ĩ β o	None	3917	4393
2550	Yaminahua	woman	kɨro	kɨro	k ɨ r o	None	904	4398
3192	Amahuaca	woman	xáno	xáno	ʂ á/a n o	None	1038	4391
3640	Capanahua	woman	haibo	haibo	ʔ.a i β o	None	1099	4393
5068	Moseten	woman	'pheɲ	'pheɲ	pʰ e ɲ	None	845	4392
5069	Movima	woman	kʷeya	kʷeya	kʷ e j a	None	2271	4397
5528	Matses	woman	chido	chido	tʃ i d o	None	2534	4396
5992	Sharanahua	woman	ainfo	ainfo	a i.n β u	None	3917	4393
5993	Sharanahua	woman	shafo	shafo	ʃ a β u	None	2525	4393
6610	Kakataibo	woman	xanu	xanu	ʂ a n ɯ	None	2543	4391
6989	Isconahua	woman	ainbo	ainbo	a i.n β o	None	3917	4393
